"","h_Fstate","","","",""
"","1","2","3","4","Total"
"","b","b","b","b","b"
"1","1.0000","0.0000","0.0000","0.0000","1.0000"
"2","0.0000","0.4379","0.5621","0.0000","1.0000"
"3","0.0245","0.0728","0.9026","0.0000","1.0000"
"4","0.0000","0.0000","0.5216","0.4784","1.0000"
"Total","0.0418","0.1248","0.8310","0.0024","1.0000"
